Lunar IPS (LIPS) Version 1.03
Apply IPS Patch Log

Offset    Size    RLE    IPS_File_Range       IPS_File_Size
074F4A       1    No     0000FEFC-0000FF01        6
074F52       2    No     0000FF02-0000FF08        7
074F5D       2    No     0000FF09-0000FF0F        7
074F66       7    No     0000FF10-0000FF1B        C
074F76       2    No     0000FF1C-0000FF22        7
074F83       1    No     0000FF23-0000FF28        6
074F8B       E    No     0000FF29-0000FF3B       13
075019       2    No     0000FF3C-0000FF42        7
075064       5    No     0000FF43-0000FF4C        A
0750B6       7    No     0000FF4D-0000FF58        C
0750CD       1    No     0000FF59-0000FF5E        6
0750DC       4    No     0000FF5F-0000FF67        9
0750EE       2    No     0000FF68-0000FF6E        7
0750F6       2    No     0000FF6F-0000FF75        7
075102       1    No     0000FF76-0000FF7B        6
07510D       8    No     0000FF7C-0000FF88        D
07511B       2    No     0000FF89-0000FF8F        7
075128       2    No     0000FF90-0000FF96        7
075130       4    No     0000FF97-0000FF9F        9
075171       4    No     0000FFA0-0000FFA8        9
0751CE       2    No     0000FFA9-0000FFAF        7
0751D7       1    No     0000FFB0-0000FFB5        6
0751EB       1    No     0000FFB6-0000FFBB        6
0751F3       2    No     0000FFBC-0000FFC2        7
075231       1    No     0000FFC3-0000FFC8        6
075238       2    No     0000FFC9-0000FFCF        7
07525F       1    No     0000FFD0-0000FFD5        6
07526B       2    No     0000FFD6-0000FFDC        7
075284       2    No     0000FFDD-0000FFE3        7
07529A       1    No     0000FFE4-0000FFE9        6
0752AF       4    No     0000FFEA-0000FFF2        9
0752D5       4    No     0000FFF3-0000FFFB        9
0752ED       1    No     0000FFFC-00010001        6
0752F5       2    No     00010002-00010008        7
075312       1    No     00010009-0001000E        6
07531A       8    No     0001000F-0001001B        D
07534A       2    No     0001001C-00010022        7
075359       1    No     00010023-00010028        6
075375       1    No     00010029-0001002E        6
075381       2    No     0001002F-00010035        7
0753A0       2    No     00010036-0001003C        7
0753B9       1    No     0001003D-00010042        6
0753CF       4    No     00010043-0001004B        9
0753E1       4    No     0001004C-00010054        9
075441       2    No     00010055-0001005B        7
07544D       1    No     0001005C-00010061        6
075462       1    No     00010062-00010067        6
075482       5    No     00010068-00010071        A
07549C       2    No     00010072-00010078        7
0754A7       2    No     00010079-0001007F        7
0754B0       2    No     00010080-00010086        7
0754BE       2    No     00010087-0001008D        7
075544       1    No     0001008E-00010093        6
07554C       2    No     00010094-0001009A        7
075554       2    No     0001009B-000100A1        7
075564       1    No     000100A2-000100A7        6
07556C       4    No     000100A8-000100B0        9
07557F       1    No     000100B1-000100B6        6
0755A9       4    No     000100B7-000100BF        9
0755C2       4    No     000100C0-000100C8        9
0755DB       4    No     000100C9-000100D1        9
0755F4       4    No     000100D2-000100DA        9
07560D       4    No     000100DB-000100E3        9
075626       4    No     000100E4-000100EC        9
075649       4    No     000100ED-000100F5        9
0756E4       2    No     000100F6-000100FC        7
07574E       2    No     000100FD-00010103        7
075757       1    No     00010104-00010109        6
07576A       1    No     0001010A-0001010F        6
075779       1    No     00010110-00010115        6
0757CC       2    No     00010116-0001011C        7
0757EF       6    No     0001011D-00010127        B
075811       A    No     00010128-00010136        F
075838       1    No     00010137-0001013C        6
07585C       2    No     0001013D-00010143        7
075867       2    No     00010144-0001014A        7
075870       2    No     0001014B-00010151        7
07587E       2    No     00010152-00010158        7
0758BD       4    No     00010159-00010161        9
0758DD       1    No     00010162-00010167        6
0758EF      14    No     00010168-00010180       19
07590A       1    No     00010181-00010186        6
075948       2    No     00010187-0001018D        7
075951       1    No     0001018E-00010193        6
07595A       4    No     00010194-0001019C        9
07597D       2    No     0001019D-000101A3        7
075986       1    No     000101A4-000101A9        6
07598F       4    No     000101AA-000101B2        9
0759B2       2    No     000101B3-000101B9        7
0759BB       1    No     000101BA-000101BF        6
0759C4       4    No     000101C0-000101C8        9
0759E7       2    No     000101C9-000101CF        7
0759F0       1    No     000101D0-000101D5        6
0759F9       4    No     000101D6-000101DE        9
075A1C       2    No     000101DF-000101E5        7
075A25       1    No     000101E6-000101EB        6
075A2E       4    No     000101EC-000101F4        9
075A51       2    No     000101F5-000101FB        7
075A5A       1    No     000101FC-00010201        6
075A63       4    No     00010202-0001020A        9
075A86       2    No     0001020B-00010211        7
075A8F       1    No     00010212-00010217        6
075A98       4    No     00010218-00010220        9
075ABD       4    No     00010221-00010229        9
075B8D       2    No     0001022A-00010230        7
075C22       2    No     00010231-00010237        7
075C40       4    No     00010238-00010240        9
075C88       2    No     00010241-00010247        7
075CA0       8    No     00010248-00010254        D
075CAE       2    No     00010255-0001025B        7
075CBB       2    No     0001025C-00010262        7
075CC3       4    No     00010263-0001026B        9
075D32       2    No     0001026C-00010272        7
075D4F       1    No     00010273-00010278        6
075D78       2    No     00010279-0001027F        7
075D89       1    No     00010280-00010285        6
075D91       4    No     00010286-0001028E        9
075D9E       2    No     0001028F-00010295        7
075DA9       2    No     00010296-0001029C        7
075DB7       2    No     0001029D-000102A3        7
075DE3       4    No     000102A4-000102AC        9
075DEE       1    No     000102AD-000102B2        6
075E2D       5    No     000102B3-000102BC        A
075E7F       3    No     000102BD-000102C4        8
075EC4       2    No     000102C5-000102CB        7
075EE1       1    No     000102CC-000102D1        6
075F1E       2    No     000102D2-000102D8        7
075F27       1    No     000102D9-000102DE        6
075F54       8    No     000102DF-000102EB        D
075F70       1    No     000102EC-000102F1        6
075F80       4    No     000102F2-000102FA        9
075F93       1    No     000102FB-00010300        6
075FC4       1    No     00010301-00010306        6
075FDC       2    No     00010307-0001030D        7
075FEA       1    No     0001030E-00010313        6
075FF8       2    No     00010314-0001031A        7
076002       2    No     0001031B-00010321        7
07600C       1    No     00010322-00010327        6
07602E       1    No     00010328-0001032D        6
076038       1    No     0001032E-00010333        6
076050       1    No     00010334-00010339        6
076067       1    No     0001033A-0001033F        6
076078       2    No     00010340-00010346        7
076091       1    No     00010347-0001034C        6
0760A5       8    No     0001034D-00010359        D
0760CE       2    No     0001035A-00010360        7
0760EF       4    No     00010361-00010369        9
076115       A    No     0001036A-00010378        F
07617F       2    No     00010379-0001037F        7
07618B       1    No     00010380-00010385        6
0761B4       1    No     00010386-0001038B        6
0761BD       2    No     0001038C-00010392        7
0761D7       1    No     00010393-00010398        6
0761E6       5    No     00010399-000103A2        A
07620B       2    No     000103A3-000103A9        7
076218       1    No     000103AA-000103AF        6
076232       1    No     000103B0-000103B5        6
076240       1    No     000103B6-000103BB        6
07624F       2    No     000103BC-000103C2        7
076267       4    No     000103C3-000103CB        9
0762DA       2    No     000103CC-000103D2        7
0762E6       1    No     000103D3-000103D8        6
07630B       1    No     000103D9-000103DE        6
076314       2    No     000103DF-000103E5        7
07632E       1    No     000103E6-000103EB        6
07633D       5    No     000103EC-000103F5        A
076362       2    No     000103F6-000103FC        7
07636F       1    No     000103FD-00010402        6
076389       1    No     00010403-00010408        6
076397       1    No     00010409-0001040E        6
0763A6       2    No     0001040F-00010415        7
0763BE       4    No     00010416-0001041E        9
076431       2    No     0001041F-00010425        7
07643D       1    No     00010426-0001042B        6
076462       1    No     0001042C-00010431        6
07646B       2    No     00010432-00010438        7
076485       1    No     00010439-0001043E        6
076494       5    No     0001043F-00010448        A
0764B9       2    No     00010449-0001044F        7
0764C6       1    No     00010450-00010455        6
0764E0       1    No     00010456-0001045B        6
0764EE       1    No     0001045C-00010461        6
0764FD       2    No     00010462-00010468        7
07651B       4    No     00010469-00010471        9
076582       2    No     00010472-00010478        7
0765BF       1    No     00010479-0001047E        6
0765DA       A    No     0001047F-0001048D        F
0765EC       1    No     0001048E-00010493        6
076611       1    No     00010494-00010499        6
07663B       1    No     0001049A-0001049F        6
076647       1    No     000104A0-000104A5        6
076666       1    No     000104A6-000104AB        6
07666E       1    No     000104AC-000104B1        6
07669D       8    No     000104B2-000104BE        D
0766B1       6    No     000104BF-000104C9        B
076767       2    No     000104CA-000104D0        7
076777       F    No     000104D1-000104E4       14
07678F       4    No     000104E5-000104ED        9
07679E       1    No     000104EE-000104F3        6
0767B8       1    No     000104F4-000104F9        6
0767F8       1    No     000104FA-000104FF        6
076806       5    No     00010500-00010509        A
076820       1    No     0001050A-0001050F        6
0780C5       2    No     00010510-00010516        7
07812A       1    No     00010517-0001051C        6
07816A       2    No     0001051D-00010523        7
0781D7      1B    No     00010524-00010543       20
078D63       2    No     00010544-0001054A        7
078D8B       8    No     0001054B-00010557        D
078E0B       2    No     00010558-0001055E        7
078E19       2    No     0001055F-00010565        7
078E40       6    No     00010566-00010570        B
078E5E       1    No     00010571-00010576        6
078ECD       1    No     00010577-0001057C        6
078EE4       1    No     0001057D-00010582        6
078F55       1    No     00010583-00010588        6
078FA0       7    No     00010589-00010594        C
078FD7       1    No     00010595-0001059A        6
078FEE       1    No     0001059B-000105A0        6
078FF5       1    No     000105A1-000105A6        6
07906B       1    No     000105A7-000105AC        6
079076       1    No     000105AD-000105B2        6
0790A1       8    No     000105B3-000105BF        D
0790D8       2    No     000105C0-000105C6        7
079153       2    No     000105C7-000105CD        7
0791BC       2    No     000105CE-000105D4        7
0791C8       2    No     000105D5-000105DB        7
0791D0       2    No     000105DC-000105E2        7
07920C       1    No     000105E3-000105E8        6
079213       1    No     000105E9-000105EE        6
079278       1    No     000105EF-000105F4        6
0792A4       1    No     000105F5-000105FA        6
0792F4       2    No     000105FB-00010601        7
079379       2    No     00010602-00010608        7
079381       2    No     00010609-0001060F        7
0793A9       1    No     00010610-00010615        6
0793D6       1    No     00010616-0001061B        6
0793E8       1    No     0001061C-00010621        6
079413       2    No     00010622-00010628        7
079468       2    No     00010629-0001062F        7
0794D2       1    No     00010630-00010635        6
0794F7       1    No     00010636-0001063B        6
079531       1    No     0001063C-00010641        6
07955C       2    No     00010642-00010648        7
0795A8       1    No     00010649-0001064E        6
0795BF       1    No     0001064F-00010654        6
0795E0       2    No     00010655-0001065B        7
0795F3       1    No     0001065C-00010661        6
07962B       2    No     00010662-00010668        7
079650       1    No     00010669-0001066E        6
07966D       1    No     0001066F-00010674        6
079698       1    No     00010675-0001067A        6
0796A2       5    No     0001067B-00010684        A
0796E8       1    No     00010685-0001068A        6
0797C3       1    No     0001068B-00010690        6
0797D6       1    No     00010691-00010696        6
0797E6       1    No     00010697-0001069C        6
079ABB       1    No     0001069D-000106A2        6
079C7A       2    No     000106A3-000106A9        7
079CD0       1    No     000106AA-000106AF        6
079D77       3    No     000106B0-000106B7        8
079D7A       9    Yes    000106B8-000106BF        8
079DA7       1    No     000106C0-000106C5        6
079DC3       2    No     000106C6-000106CC        7
079DCF       5    No     000106CD-000106D6        A
079DDB       1    No     000106D7-000106DC        6
